Business_ID,Review_ID,Text,Review_Rating,Time_Created,User_Name
hiqIh1pCiQFKI4jTPbJ47g,x4dY3C_ltDJ9aME_XA-fYA,"Very impressed with service. Brought my bike in; very organized, masks, distancing. And, found all I needed was lube and some adjustments. Didn't charge me!...",5,2020-05-30 10:04:40,Anna M.
hiqIh1pCiQFKI4jTPbJ47g,nwQxt59ySY5N8o5LFAOHaw,I was in the market for a road bike at the end of the summer and had initially purchased a Specialized with a September ship date.  As a result of the Great...,5,2020-11-01 14:05:01,Crystal S.
QrmlBi1daUgPYEzTO7EUZw,quxqcSw75__uxufqsHp0BQ,"Like many New Yorkers during COVID, I was looking to invest in a bike to get out of the apartment, get some fresh air, and get some exercise in....",5,2020-09-25 12:03:32,Jeff R.
QrmlBi1daUgPYEzTO7EUZw,JkanCKNrunmCjyioL99Jjg,"As much as I try to patronize local business, and have since forever, pandemic notwithstanding, after many visits, some just fine, I will do my best not to...",2,2020-09-13 01:48:24,Douggie C.
QrmlBi1daUgPYEzTO7EUZw,5mIXR2GETH7D-pIq5VqqwA,The staff was phenomenal... they got me the bike I wanted. The store was clean and organized. They have a customer for life!,5,2020-11-29 15:34:14,Jasmin J.
DpAO4gzlnHI2VR4T4asN3w,KiKpFyonsSTe8iFVElufoA,"As I was leaving work I discovered a had a flat tire. 

I saw City Bicycles was nearby but closing in 10 minutes. After calling them, I ran to get there...",5,2019-05-06 15:50:17,Daniel S.
DpAO4gzlnHI2VR4T4asN3w,wRCIjqcVw3UtYZKyLfZVsg,Thanks for hooking a brotha up ! I am so happy with the work they've done on my bike. Literally built it up from scratch. Totally profesional and friendly...,5,2020-07-03 06:15:22,Rafael C.
DpAO4gzlnHI2VR4T4asN3w,jiZziVpXaWlF9ZWnWg2zsQ,"I have been to many bike shops in the city, purchasing bikes, getting mine fixed or tuned up and have to say that City Bicycles and its staff, are all...",5,2020-02-12 11:52:08,Rj K.
-4qS1PjthLyXIM8L3MN-HA,L6-VC2eoGf-g1FHylm29xA,Great service and covid safe! These guys have what you need to fix your bike.  Go here first,5,2021-04-26 12:03:55,Daniel Z.
-4qS1PjthLyXIM8L3MN-HA,3W1VmKQJ8qaHsF5_p9FyKw,"Jeff & Fritz are the best. In these difficult times they are making Social Distancing possible by keeping bicycles on the road and working Great.

Thanks guys",5,2020-03-21 06:58:56,Paul W.
-4qS1PjthLyXIM8L3MN-HA,QlTVjAqdEG9QoShDzmVowg,"It is so refreshing to support a small local
business that understands what it means to function as part of a community. These folks are kind, competent,...",5,2021-02-08 11:44:47,Eli S.
00rrqw4O0Flfatd0VV6QAg,ld9qs28FY_CpwAyxgn9Vkg,"Great customer service, came here for a bike repair on Sunday morning, the line wasn't too long about two people in front of me, and left very happy with...",5,2020-07-26 08:54:19,Emily C.
00rrqw4O0Flfatd0VV6QAg,4rX-jzgTngU2kjTUGShzsA,"I turned 45 last week and bought my first bike. 

Let me preface this by saying I do not know how to ride a bike. Not really. I ""learned"" as an adult, but...",5,2020-07-21 15:13:14,Beezer C.
00rrqw4O0Flfatd0VV6QAg,KQifut-XtkWffQhmy0X_Dw,I recently inherited a bike from my uncle who passed last year and I wanted to get it checked out before I did any real riding... I came across this shop on...,5,2020-10-17 15:13:26,Brendan M.
4LQnOyQDxvcPZqBVx5w2SA,4WSFsnxt3WduJB1YLu4uIg,I took my bicycle to js amid the covid pandemic. My wife and I are over 60 and wanted a way to get our bikes on the road for our mental health and to curb...,5,2020-05-15 09:24:05,James M.
4LQnOyQDxvcPZqBVx5w2SA,xppJKJLEw074w6vqV-FrCA,"I haven't rode a bike in years and as someone who is heavier, I wanted to get some advice. I talked to Juan and Maria at JS Cycle and I'm so glad I stopped...",5,2021-04-13 15:27:46,Gabriella C.
4LQnOyQDxvcPZqBVx5w2SA,WYVtCwrRPRZZZO1MG1GAOw,"Friendly, knowledgeable, unpretentious, expert mechanics... everything you want in a bike shop. They made my bike feel like it did on the first day I rode it.",5,2021-04-05 12:50:13,Mark K.
LznPvq03PyXc1Zzj_RhI8g,QxE0Tbhju00yTVwt9tgF_A,Cannot recommend this place enough. I am stationed overseas and was in the market to buy my dream bike. Due to the ongoing pandemic and difficulties...,5,2020-12-01 04:53:05,David L.
LznPvq03PyXc1Zzj_RhI8g,gRD9MsL-YJ6mKl9fREPAgA,My family has been getting bicycles from Roys since the late 1980's and would not go anywhere else but here. Friendly knowledgeable multi lingual sales...,5,2020-10-16 06:54:12,Suzanne R.
LznPvq03PyXc1Zzj_RhI8g,SznLuxrhTUbVt0rnMlZqUg,"Was here earlier today to pick up a bike for a friend. The guys here were super chill. Avid bike rider, been to lost of bike shops all over the world. Got...",5,2020-06-08 17:32:23,Miriam G.
j0TlhwjiY1xcwGajXR3ApQ,B73YZlxR_qFGu9SZJ9Ma9w,"I purchased two bikes at NYC Velo this weekend. 

We are avid road cyclists, but both wanted a single or fixed gear bike that we could use for casual riding...",5,2017-09-11 05:09:39,Michael K.
j0TlhwjiY1xcwGajXR3ApQ,aSkby8iBcjaNBXHW7pNRHw,"We all know a flat takes about 10mins to fix up on a bike. I showed up here 45mins before they closed and the d*ckhead at the door told me, ""we're already...",1,2020-09-01 15:58:05,Eliezer P.
j0TlhwjiY1xcwGajXR3ApQ,kGiaDuiFqhgXOGlYKaqDuQ,"I'm a loyal NYC Velo Hell's Kitchen customer. I've commuted via bicycle for five years, and I've purchased three bikes here. The service is great. With one...",5,2020-03-20 06:15:52,Elliot D.
AA7U-jkHEWH3nvwncDsQxw,Z_eDuY-1k9Lv84h0Wl7OTg,Incredible service. I came in towards the end of day on a weekend and the folks at Waterfront Bicycle Shop were so helpful. They gave me a new part and...,5,2021-03-07 17:25:51,Alexandra S.
AA7U-jkHEWH3nvwncDsQxw,2U-zbNmvbghn3HIP8W5_Fg,"I ordered a bike online, but when I assembled it, I noticed that the fork was loose in the headtube, even though all the bolts were tight. I thought it...",4,2020-10-12 14:04:03,Timofei G.
AA7U-jkHEWH3nvwncDsQxw,Vmn7x-g-TJaVX3bX6EwLTQ,"The guys in here are so chilled out, which was a nice surprise from usual tourist operators who constantly try to bullshit you into extra crap you don't...",5,2019-09-03 13:15:05,James B.
u3DShnHnbCCe2LytZj4yWw,_HSXnO_p1WMHJaEdNsviNQ,Easily one of my favorite cycling shops (and brands) in NYC. I go at least twice a week as part of my little weekend routine. The customer service is great...,5,2021-03-20 17:11:16,Melissa O.
u3DShnHnbCCe2LytZj4yWw,uIWjE9DFOAc3BDEHTxHdtQ,"Big upscale cycling store.

Gear is expensive but high quality, and you get what you pay for. I never chafe in Rapha and it fits so well. 

Big store, w...",4,2020-10-04 14:37:29,Chrissy R.
u3DShnHnbCCe2LytZj4yWw,sE6si5J3u9SdTCnfnEwmmg,"If you are a cycling nerd, you will love this place.  Plain and simple.  

I am a bike racer, so by default, I like this place a lot.  There are very few...",4,2019-12-30 20:26:29,Dan C.
LCsvHORwlDbJSpwGxTRBkw,ThKbe8dPdcKo3pNLx2kQNQ,I cannot be happier that I've purchased my bike at Al's Cycle Solutions! Travis was so helpful and walked me through what would be good for me. I came back...,5,2020-11-27 18:21:24,Minako G.
LCsvHORwlDbJSpwGxTRBkw,Qm7S86bOA45pZn4kWxSSxA,Very easy and pleasant to do business with. We bought city bike from last fall. They had the exact bike we were looking for in stock and we paid over the...,5,2021-01-28 14:18:23,Riaz M.
LCsvHORwlDbJSpwGxTRBkw,PblBK2-7QvZYfAWvtswS6Q,"Just got myself a bike that I desperately needed for work, I went in and at first was bummed because they did not have exactly what I wanted but after...",5,2019-08-25 14:41:15,Sarah J.
DOFebHYJg_UQtM1sBO9x9Q,OtbufzwNh5rUVNJtl0bhwQ,Wow. Sammy is amazing. When I showed up he was fixing a delivery bike and was taking his time explaining to the customer what he was doing and why and being...,5,2020-08-27 21:53:58,Gregory F.
DOFebHYJg_UQtM1sBO9x9Q,-SYYyWIwq88GWYtHRV0oPQ,"I went here last week for a bike tune up. My bike is now better to ride and I'm happy with the service. The tune up was $75. For a tune up, you'll have to...",5,2020-09-18 06:44:42,Keemy U.
DOFebHYJg_UQtM1sBO9x9Q,ubpdInZhS6USyERoSKQylA,This guy knows his way around a bike. Riding around near battery park when I got a flat on a rainy day. Looked up the closest repair shop and wobbled over...,5,2020-10-29 13:14:40,Zo H.
bsbOm3HN8Dw2WsBoiW8csA,8uXJVV3WErwSSfA8Gl-0Tw,"I have been a long time customer of Strictly Bicycles in NJ for several years.  I have bought bikes there as well as components and countless tires, tubes,...",5,2020-07-24 14:45:33,Dan C.
bsbOm3HN8Dw2WsBoiW8csA,2M_yLIZuRb378EybjR43pQ,Stopped by here on my way back from biking uptown in the west side. Super friendly customer service and they don't vibe you out or make you feel weird when...,5,2020-09-01 07:18:30,Ale B.
bsbOm3HN8Dw2WsBoiW8csA,KEESM-uA3SP9l_OyDDr-XA,Great bike shop - extremely helpful and personable employees. I definitely recommend this establishment!,5,2021-01-24 11:29:37,Varin A.
W3aYaHrU03QQ7XW7IcLUcw,e8mnos-InlUzb_vLFR8EqQ,"MASK? Yes, pls wear one or you won't be able to enter this business. I'm happy to say my husband an I both had one on. Also, this business services each...",5,2020-05-03 09:45:58,Lyala H.
W3aYaHrU03QQ7XW7IcLUcw,2OeeNDKPCCfdruLELJOcoQ,This is the best bicycle shop in the city. Ask for Martin! My wife and I went in to buy a bike and he was incredibly friendly and helpful. He went out of...,5,2020-11-09 16:00:26,Aaron S.
W3aYaHrU03QQ7XW7IcLUcw,GDND6PycSdJAzSvc82XvUQ,I don't live in the neighborhood and I guess they knew they weren't going to see me again. I had a flat and they said it would take 40 minutes to fix. It...,1,2021-03-26 16:11:44,Dean M.
serRgVkaNLDNZ2GNi1HNqQ,0pNAmZ87GoPPE631hUHS2w,"TLDR: asked for a simple tire tube replacement, left with damaged carbon rims.

I usually do my repairs myself, but didn't have any tools today, so I...",1,2021-01-16 15:56:16,Matt T.
serRgVkaNLDNZ2GNi1HNqQ,avXRJRqwfvwYcXVvmllV2A,"I just called to see if they sell Trek FX series bikes and the representative who answered just said no. Even when i asked if they had anything like it, he...",2,2020-05-21 12:50:49,Damien N.
serRgVkaNLDNZ2GNi1HNqQ,-iGjhJFToGBJhNuO1CRmwQ,Have stopped by to get air in my tires and also repaired my tire. Quick service and fair pricing.,5,2020-09-18 12:19:52,Alice C.
tBGchHdYeek7EmpG6lr8DA,45e8PjB3BeGhmfR1PtIxvw,"Came back in here during the COVID pandemic as they were one of the few local bike shops open. Was hesitant given my last negative experience, but the newer...",4,2020-06-13 12:36:12,Chrissy R.
tBGchHdYeek7EmpG6lr8DA,7nUQgqMUdxOYGz48_sUXDQ,I'm a long time customer here. I bought my first road bike here almost 12 years ago and today I purchased the Saris 1020T MagTrainer along with clip pedals....,5,2020-04-27 12:35:48,T C.
tBGchHdYeek7EmpG6lr8DA,YcNj4Wg2rQafyWvoR1yf0w,It's 2020. The year bikes were harder to get than toilet paper at the beginning of the pandemic. All hope was lost. Until... I called Toga Bikes and they...,4,2020-07-02 07:49:44,Michelle L.
nKrWiY1r3CvCrXyrHRbBKw,rmsOQHA1gXRg044nGqcPAA,I did a virtual showroom appointment and was able to do a one on one consult on their bikes. After much research I settled on the Gotham priority bike. It's...,5,2020-08-01 20:09:44,Tiffany C.
nKrWiY1r3CvCrXyrHRbBKw,8PA7BXXQNAna0evUofCGkA,My review is based on the customer service and contactless pickup experience.  It took months of researching and watching videos but I finally pulled the...,5,2020-04-20 06:38:18,Geoffrey N.
nKrWiY1r3CvCrXyrHRbBKw,jX5fW2wQ9DVA3sGhiz_MXQ,"My kid has severe autism and albinism. There are very few things that interest him. But he really likes his 16'' Priority bike, despite his poor vision. I...",5,2020-04-10 20:22:10,Ashot M.
Dzr4xHHtMixMe3umIjgasA,e8PCeRgeLFqyWP4FLTN2rQ,"My chain slipped & got pinned between the gears & the frame of my bike. I spent 30 minutes trying to fix it, when I finally got frustrated & gave up.  I...",5,2020-08-11 15:50:47,Andoni T.
Dzr4xHHtMixMe3umIjgasA,IK4j_2lVz3Sfgw069SpQAw,Marcos is the best! Super knowledgeable and helpful! I bring all of our bikes here. Shop hours are not 100% accurate but come by noon and Marcos is def there.,5,2020-10-20 09:17:55,Tipay C.
Dzr4xHHtMixMe3umIjgasA,2LvvK2rSmaCmPfeJk1uCLA,"Marcos is a super nice guy who knows bikes.  He'll fix what needs fixing, won't sell you something you don't need, and will charge what seems reasonable....",5,2019-06-30 04:42:18,Rich K.
SPmteHwY_fOu619EnzlgWQ,bFi-tuLA78k_1FsDdzzc5g,"When you walk into the average bike shop nowadays you're greeted with a ""why are you bothering"" me attitude from someone who is often aggravated you are...",5,2020-08-14 16:37:55,Louis R.
SPmteHwY_fOu619EnzlgWQ,FCEqZK6d6tC_3O8DEITo_w,The wait here can be really long especially since Covid-19 hit the city but it's worth the wait. I was helped out by a woman who works there and was ready...,5,2020-06-11 15:37:53,Antwan M.
SPmteHwY_fOu619EnzlgWQ,7xdakGjKUukOC_kcCw8sHw,For those who are in the market for the purchase of a bike you probably experienced complete lack of inventory and bike stores that have lost their way for...,5,2020-12-03 06:25:39,Jeff T.
um2BpHBOE95F23gLzgXXoQ,YpuSfSMkCyBBmypDnCtjLA,"I took the cycling class at Brooklyn Bridge Park, pier 2.  The end result? 30 mins into the class, I was able to ride with no issues!  This certainly proves...",5,2014-07-20 18:31:52,Wendy G.
um2BpHBOE95F23gLzgXXoQ,_N_u45_eykNXIMICYY8xTw,"As an adult who learned to ride in childhood and who rode consistently into my twenties, but hadn't ridden in years, I wanted some practice and tips before...",5,2019-09-04 17:05:56,Janet G.
um2BpHBOE95F23gLzgXXoQ,ZE_fuH7cFwjCsmmYg_v4hw,"Amazing! I actually learned to ride a bike. After being afraid for years, their method and positive reinforcement got me to put my feet up and pedal! The...",5,2018-07-14 11:44:04,Rosa R.
E11jtpLW6c4eKkTJWcD1XA,EgVfMb5nGBmk0hvSPLCu-A,"The best. But only good, high-end city/street bikes there. Don't go there for a discount bargain brand. 

Repairs take a bit of time but are thorough. If...",5,2021-02-07 10:25:33,edward k.
E11jtpLW6c4eKkTJWcD1XA,euaKv2mrXYItOrndie9mXA,David is the best! He helped me order and customize my haul - a - day bike! I was thinking about ordering it and putting it together myself. But I am so...,5,2020-02-27 17:32:43,Wendy H.
E11jtpLW6c4eKkTJWcD1XA,oCO7npvzGRDdU6nTl50PQQ,"BFold is an essential part of the NYC bike community fabric. Dave, the owner was incredibly knowledgeable (from a rider, mechanic, and owner perspective)...",5,2020-07-18 18:47:40,F N.
JvLN_NaWbJDUu6YsubFdIw,NxX9f6L2sjjOfuuxO3QBUg,"I want to call out this bike shop for good service. I was out in the East Village, riding my bicycle around on a busy Saturday, and found a couple of bolts...",5,2020-05-03 11:39:09,Brady B.
JvLN_NaWbJDUu6YsubFdIw,c6-W9MXqljCeP__eG5OdDw,Needed a quick tube and new cog. Had it done for me in less than a day though they appeared to be pretty busy. Nice and easy and happy to recommend.,5,2021-04-07 14:25:16,Brad N.
JvLN_NaWbJDUu6YsubFdIw,8_HJyOZOXnHkEoxuXjn0Lw,No one here wearing a mask and the guy behind the counter started coughing. Had to leave without my part because I felt unsafe.,1,2021-04-26 10:50:36,Daniel Z.
Mh4ZWZMgahAI_1xu-0VXWw,GTSBS_2-Ark-BcIfSm-cNQ,"6 stars earned out of a possible maximum 5 stars for this bike shop and its staff. (I am a multiple year customer.) Expert and knowledgeable personnel,...",5,2021-03-23 08:22:50,Andrew S.
Mh4ZWZMgahAI_1xu-0VXWw,FKUc0lvnElLAWxgZz-pb4Q,"The people who work here are very nice and friendly, which really improves the whole bike shop experience. I've been here for several repairs, including a...",5,2021-04-23 12:09:23,Sarah R.
Mh4ZWZMgahAI_1xu-0VXWw,pOOM8EujydseGpcEMHVWew,"The employees here are super nice and friendly!  

I bought my bike from another store, but my brakes were incredibly squeaky.  I was upset at the idea that...",5,2021-01-08 10:50:01,Becky M.
6x5bQTCQR8FNv6iPWjtU9A,xJdwUnPd_CEur7MH8ohgEw,"We had some time to kill before our flight back home so this was a great way to see Central Park in the most efficient manner possible.  

This is the ONLY...",5,2018-05-29 07:17:05,Miranda K.
6x5bQTCQR8FNv6iPWjtU9A,ogMKEhCduUtdqc3crwUTiQ,"Do NOT rent here.  Three reasons. 

1.  Bikes in bad shape.  Squeaky brakes. Crank shafts out of alignment.

2.  Unclean.  They are not sanitizing bikes or...",1,2020-08-09 10:08:37,Brian A.
6x5bQTCQR8FNv6iPWjtU9A,7UGvHgU-Fm-UZzlx7F73IQ,1) Poor emergency service. God forbid if you get a flat tire somewhere in Central Park- they will charge you $25 to come and switch bike for you despite...,2,2019-10-13 10:41:06,Ken C.
Vz2cj7e9Xhazb3zERAU9mw,DR2iml-oKasPqzIgBa9Dkg,Very helpful and the owner knows his stuff. Quick service as well and convenient spot,5,2020-12-09 08:09:23,Steve P.
Vz2cj7e9Xhazb3zERAU9mw,5iimUvA885sCOPWMa2p5nQ,"If you need a new tire, and agree on a cost, and then go here to retrieve your bike and there's a $20 surcharge for a new tube that they have already...",1,2020-11-18 16:28:14,Warren H.
Vz2cj7e9Xhazb3zERAU9mw,rMYAQDTuyTIV64vgQxRhPw,First time customer. Glad I chose this shop! Very knowledgeable and fairly priced. Will recommend.,5,2020-04-17 15:21:12,Mitchell B.
8s89Dj61Ly-pD3VuXix_gA,_L9sTerGprviGzwnsFRrPw,"I highly recommend this bike shop.  I went there a few days before ""shelter in place"" order went into effect due to the COVID-19 pandemic.  I had visited a...",5,2020-03-28 10:15:12,John E.
8s89Dj61Ly-pD3VuXix_gA,TAC8S7tgorpZVWw7Ug8hxQ,"We LOVE the people who own this and work here! They help and are 'real people,' creating a good neighborhood vibe during this pandemic. My friend and I got...",5,2020-08-14 10:26:36,Rebecca W.
8s89Dj61Ly-pD3VuXix_gA,OIXO3-AbH_zxRWdTpLhreA,This shop is the best!! In the middle of May I decided it was time to get a bike in the time of COVID. Was able to get a great bike at a good price. Miguel...,5,2020-06-19 17:57:35,Dana L.
b0PPbzfNY6dgghfDt7ld2w,eABHv81gOCvSfUuOoHMrLA,Local small business that has been here since before I was born. Over multiple visits to Frank's bike shop I never feel like I overpaid. No matter what...,5,2021-01-07 13:41:20,Lucas K.
b0PPbzfNY6dgghfDt7ld2w,fuCNOjtcfZ01gaNFl5kxyw,"Great job.  Dropped my bike off on Tuesday afternoon, picked it up on Saturday.  The bike needed a decent amount of work.  They took care of a bunch of...",5,2020-10-10 16:26:28,Mike G.
b0PPbzfNY6dgghfDt7ld2w,WfXtpOnNXI32mw7uc4rcaA,"Great experience buying my new, first bike today. My family and friends have been going to Frank for years even though we're all the way uptown in the...",5,2020-06-14 15:24:42,Jose M.
AWLXZPJbKnh_2vWuFvMbpA,1K8hfGuh2loeMdJYWwideA,Best bike store in the Greenpoint /Williamsburg área. My husband loves this place for repairs and supplies. I had ordered a bike shipped to B's Bikes. It...,5,2021-01-24 11:11:18,Burgess M.
AWLXZPJbKnh_2vWuFvMbpA,OR27nnMlodSiBYcn4-V-vA,Quick turnaround. Went to get a flat changed and got it done in 15min! Helpful staff.,5,2021-04-18 13:17:44,Michael C.
AWLXZPJbKnh_2vWuFvMbpA,rSgXJpWiHLdg5y3DqZwXYw,I had ordered a bicycle online which had come in a box. I brought it to them to be assembled- they walked outside with me to my car and helped take the big...,5,2021-04-08 05:31:54,Stephanie F.
euqD9XFALQWallgqBydW2Q,Mipjb4aVx2-uEMzueJpnlw,Great overall experience.  Bought my first bike as an adult (product of the corona thing) and realized I had bought an older but nice bike which needed some...,5,2021-04-30 14:04:37,John B.
euqD9XFALQWallgqBydW2Q,wQdHlaK7-ozu0vruRn0RVQ,Due to the ongoing pandemic and an upcoming move to an apartment that was within biking distance of work I decided to buy a bike. Deciding to buy a bike and...,5,2020-05-18 23:19:01,Kevin K.
euqD9XFALQWallgqBydW2Q,eDimjZvBCorWLX_R-Xk5yw,"Bought my bike here. Couldn't have been easier. They ordered it for me during the worst of lockdown, handled everything safely, and even threw in some free...",5,2020-08-03 07:00:04,Taylor H.
jtZZP2PXsg-uIbvH-f6xdA,VMh6uQrL9h2qv45SEem2uw,"Friendly, kind and best of all...reasonably priced. Biking is supposed to be fun and affordable - thank you KKBS for making it so. The staff are openminded...",5,2020-10-08 14:27:24,Zo H.
jtZZP2PXsg-uIbvH-f6xdA,xcEKQEpZdoEizE7eX5OJVw,If you are in Brooklyn this is the bike shop to go! First time visitor and so happy with the owner! I called since I was turned away from another nearby...,5,2020-07-08 10:53:35,Matt G.
jtZZP2PXsg-uIbvH-f6xdA,mLQrY9RmFigJEeEKr5Frrw,"While other bike shops in the area sleep until noon, Kween Kargo opens at 11am!! Thank your lucky stars for that.",4,2020-10-12 11:52:29,Christopher R.
9dSmioBfQ_We564SCRzs4Q,14XBMEEIg1ydDFTdmB7YRA,Bought a bike long distance for my Brooklyn granddaughter for her birthday. Casey Dressler was so helpful and went out of the way to make sure everything...,5,2021-03-07 09:39:28,Florence D.
